Date,Close,Signal,Log_Returns,Peak,Valley,train_target
2020-03-31,6.590000152587891,0.0,,,,0
2020-04-01,6.076749801635742,1.0,-0.08108339072479054,,6.076749801635742,1
2020-04-02,6.386750221252441,1.0,0.04975558550451076,,,0
2020-04-03,6.097750186920166,1.0,-0.04630568511719061,,,0
2020-04-06,6.710000038146973,1.0,0.09567907533727817,,,0
2020-04-07,6.475749969482422,1.0,-0.03553453038763512,,,0
2020-04-08,6.673749923706055,1.0,0.030117483119265435,,,0
2020-04-09,6.573750019073486,1.0,-0.015097460577434578,,,0
2020-04-13,6.746250152587891,1.0,0.02590236874601531,,,0
2020-04-14,7.098750114440918,1.0,0.05093191076188819,,,0
2020-04-15,7.020999908447266,1.0,-0.011013083335513391,,,0
2020-04-16,7.367499828338623,-1.0,0.048172767334629635,7.367499828338623,,-1
2020-04-17,7.308000087738037,-1.0,-0.008108761808386374,,,0
2020-04-20,7.176249980926514,-1.0,-0.018192690679665502,,,0
2020-04-21,6.737750053405762,1.0,-0.06305091061739176,,6.737750053405762,1
2020-04-22,7.153749942779541,1.0,0.05991063751805341,,,0
2020-04-23,7.100249767303467,1.0,-0.0075067248205415976,,,0
2020-04-24,7.239749908447266,1.0,0.01945670084688809,,,0
2020-04-27,7.427000045776367,1.0,0.025535352081811423,,,0
2020-04-28,7.283999919891357,1.0,-0.019441863983196677,,,0
2020-04-29,7.46150016784668,-1.0,0.024076338016947325,7.46150016784668,,-1
2020-04-30,7.307000160217285,-1.0,-0.020923674148788783,,,0
2020-05-01,7.069499969482422,1.0,-0.0330430630026646,,7.069499969482422,1
2020-05-04,7.282249927520752,1.0,0.029650118705794926,,,0
2020-05-05,7.343500137329102,1.0,0.008375716473790845,,,0
2020-05-06,7.44474983215332,1.0,0.013693476530359102,,,0
2020-05-07,7.6217498779296875,1.0,0.023496922664705717,,,0
2020-05-08,7.8125,1.0,0.02471902895490553,,,0
2020-05-11,8.065500259399414,1.0,0.031870723034788745,,,0
2020-05-12,7.802499771118164,1.0,-0.03315157226893459,,,0
2020-05-13,7.78000020980835,1.0,-0.0028878006704198427,,,0
2020-05-14,8.030500411987305,1.0,0.03169047866568057,,,0
2020-05-15,8.490750312805176,1.0,0.05573052866125635,,,0
2020-05-18,8.750249862670898,1.0,0.030104883210741736,,,0
2020-05-19,8.805500030517578,1.0,0.006294274023110497,,,0
2020-05-20,8.970000267028809,1.0,0.018509176121058953,,,0
2020-05-21,8.775250434875488,1.0,-0.021950397308168824,,,0
2020-05-22,9.026249885559082,-1.0,0.02820167757294269,9.026249885559082,,-1
2020-05-26,8.71774959564209,-1.0,-0.034775855384741636,,,0
2020-05-27,8.525250434875488,-1.0,-0.022328731456751745,,,0
2020-05-28,8.487000465393066,1.0,-0.004496763439552177,,8.487000465393066,1
2020-05-29,8.875499725341797,1.0,0.04475900503353066,,,0
2020-06-01,8.806249618530273,1.0,-0.007832987510275741,,,0
2020-06-02,8.825249671936035,1.0,0.0021552405098908324,,,0
2020-06-03,8.769499778747559,1.0,-0.006337126870388119,,,0
2020-06-04,8.766500473022461,1.0,-0.00034207410028311064,,,0
2020-06-05,8.920000076293945,1.0,0.017358262259045874,,,0
2020-06-08,8.805000305175781,1.0,-0.012976178537508796,,,0
2020-06-09,9.045999526977539,1.0,0.02700284215732083,,,0
2020-06-10,9.36674976348877,-1.0,0.034843540414219366,9.36674976348877,,-1
2020-06-11,8.796250343322754,1.0,-0.06284062584987961,,8.796250343322754,1
2020-06-12,8.932499885559082,1.0,0.015370764774479519,,,0
2020-06-15,9.173749923706055,1.0,0.026649838456903874,,,0
2020-06-16,9.068499565124512,1.0,-0.011539314439757888,,,0
2020-06-17,9.236000061035156,1.0,0.01830207597981793,,,0
2020-06-18,9.218000411987305,1.0,-0.0019507591085461012,,,0
2020-06-19,9.261249542236328,1.0,0.004680840328778948,,,0
2020-06-22,9.526749610900879,-1.0,0.02826461100746361,9.526749610900879,,-1
2020-06-23,9.449999809265137,-1.0,-0.008088869006274724,,,0
2020-06-24,9.23550033569336,-1.0,-0.022959930936678846,,,0
2020-06-25,9.489999771118164,-1.0,0.027183798118234903,,,0
2020-06-26,9.154999732971191,1.0,-0.03593843954468792,,9.154999732971191,1
2020-06-29,9.199999809265137,1.0,0.004903314364008251,,,0
2020-06-30,9.497750282287598,1.0,0.031851494848290016,,,0
2020-07-01,9.529999732971191,1.0,0.003389731475064247,,,0
2020-07-02,9.612250328063965,1.0,0.008593671174692641,,,0
2020-07-06,9.839249610900879,1.0,0.023341088280512803,,,0
2020-07-07,9.871749877929688,1.0,0.0032976812261376167,,,0
2020-07-08,10.215999603271484,1.0,0.03427794956855967,,,0
2020-07-09,10.508999824523926,-1.0,0.028276936289563466,10.508999824523926,,-1
2020-07-10,10.479249954223633,-1.0,-0.0028349091075398325,,,0
2020-07-13,10.052249908447266,1.0,-0.04160062614133183,,10.052249908447266,1
2020-07-14,10.376999855041504,1.0,0.03179532371703811,,,0
2020-07-15,10.227250099182129,1.0,-0.01453606833468827,,,0
2020-07-16,10.134750366210938,1.0,-0.009085587580889513,,,0
2020-07-17,10.201499938964844,1.0,0.006564613580354031,,,0
2020-07-20,10.510749816894531,-1.0,0.029863763212268874,10.510749816894531,,-1
2020-07-21,10.328499794006348,-1.0,-0.017491481019003968,,,0
2020-07-22,10.438750267028809,-1.0,0.01061782455386494,,,0
2020-07-23,10.12975025177002,1.0,-0.03004820542604599,,10.12975025177002,1
2020-07-24,10.194499969482422,1.0,0.0063716925415675625,,,0
2020-07-27,10.421500205993652,1.0,0.022022643484448812,,,0
2020-07-28,10.215499877929688,1.0,-0.0199648369175969,,,0
2020-07-29,10.465499877929688,1.0,0.02417795865298451,,,0
2020-07-30,10.61400032043457,1.0,0.014089793194310815,,,0
2020-07-31,10.614749908447266,1.0,7.062007936642181e-05,,,0
2020-08-03,11.010250091552734,1.0,0.0365821307474882,,,0
2020-08-04,11.227749824523926,1.0,0.019561711436444997,,,0
2020-08-05,11.286749839782715,1.0,0.005241080298829442,,,0
2020-08-06,11.33549976348877,-1.0,0.004309916124462932,11.33549976348877,,-1
2020-08-07,11.19950008392334,-1.0,-0.012070231341223966,,,0
2020-08-10,11.164999961853027,-1.0,-0.003085260065409424,,,0
2020-08-11,10.850000381469727,1.0,-0.028618766730496355,,10.850000381469727,1
2020-08-12,11.440250396728516,1.0,0.05297275839306807,,,0
2020-08-13,11.442999839782715,1.0,0.0002403017962057987,,,0
2020-08-14,11.564000129699707,1.0,0.010518660035674662,,,0
2020-08-17,12.336999893188477,1.0,0.06470603306159119,,,0
2020-08-18,12.260749816894531,1.0,-0.0061997801774219975,,,0
2020-08-19,12.138500213623047,1.0,-0.010020851142260156,,,0
2020-08-20,12.140999794006348,1.0,0.00020590048323447846,,,0
2020-08-21,12.683500289916992,1.0,0.04371382142046239,,,0
2020-08-24,12.720250129699707,1.0,0.0028932629876822873,,,0
2020-08-25,12.75,1.0,0.0023360496012304337,,,0
2020-08-26,12.77299976348877,1.0,0.001802277939706439,,,0
2020-08-27,12.628250122070312,1.0,-0.011397172102017667,,,0
2020-08-28,13.147749900817871,1.0,0.04031425633666437,,,0
2020-08-31,13.374500274658203,1.0,0.017099295662903715,,,0
2020-09-01,13.821000099182129,1.0,0.03283925235638813,,,0
2020-09-02,14.346500396728516,-1.0,0.0373168558728193,14.346500396728516,,-1
2020-09-03,13.01550006866455,-1.0,-0.09736507747578385,,,0
2020-09-04,12.6225004196167,-1.0,-0.030659991200633074,,,0
2020-09-08,11.913000106811523,1.0,-0.05785071921129476,,11.913000106811523,1
2020-09-09,12.71500015258789,-1.0,0.06515216109151593,12.71500015258789,,-1
2020-09-10,12.311750411987305,-1.0,-0.03222828647445947,,,0
2020-09-11,12.16450023651123,1.0,-0.012032231087463575,,12.16450023651123,1
2020-09-14,12.872249603271484,1.0,0.056551907369491276,,,0
2020-09-15,12.991000175476074,-1.0,0.009183022838835025,12.991000175476074,,-1
2020-09-16,12.51449966430664,-1.0,-0.03736887831735765,,,0
2020-09-17,12.463500022888184,-1.0,-0.004083570576323276,,,0
2020-09-18,12.189249992370605,1.0,-0.022249959493802606,,12.189249992370605,1
2020-09-21,12.517250061035156,1.0,0.026553282725834165,,,0
2020-09-22,12.637749671936035,-1.0,0.009580642726084384,12.637749671936035,,-1
2020-09-23,12.123749732971191,1.0,-0.041522023885191564,,12.123749732971191,1
2020-09-24,12.347999572753906,1.0,0.018327755339133504,,,0
2020-09-25,12.873749732971191,1.0,0.04169626167627534,,,0
2020-09-28,13.03499984741211,1.0,0.012447701963692402,,,0
2020-09-29,13.225749969482422,1.0,0.014527648924527545,,,0
2020-09-30,13.530500411987305,1.0,0.022780742259691573,,,0
2020-10-01,13.614500045776367,-1.0,0.006188977748778555,13.614500045776367,,-1
2020-10-02,13.062250137329102,1.0,-0.04140900331311438,,13.062250137329102,1
2020-10-05,13.642499923706055,1.0,0.04346351318654283,,,0
2020-10-06,13.736499786376953,1.0,0.006866593594210776,,,0
2020-10-07,13.96399974822998,1.0,0.016426063132766004,,,0
2020-10-08,13.838749885559082,1.0,-0.009009951290913748,,,0
2020-10-09,13.762749671936035,1.0,-0.005506976570954282,,,0
2020-10-12,14.22599983215332,1.0,0.03310562116175188,,,0
2020-10-13,14.248250007629395,-1.0,0.001562828178440615,14.248250007629395,,-1
2020-10-14,14.095250129699707,-1.0,-0.010796222294642473,,,0
2020-10-15,13.970000267028809,-1.0,-0.008925678013219727,,,0
2020-10-16,13.81149959564209,-1.0,-0.011410643193166137,,,0
2020-10-19,13.497750282287598,-1.0,-0.022978523389187426,,,0
2020-10-20,13.645500183105469,-1.0,0.010886784565870312,,,0
2020-10-21,13.524749755859375,-1.0,-0.00888848814487578,,,0
2020-10-22,13.361000061035156,-1.0,-0.012181302047042345,,,0
2020-10-23,13.590250015258789,-1.0,0.017012604821033225,,,0
2020-10-26,13.141249656677246,-1.0,-0.033596513213622906,,,0
2020-10-27,13.396750450134277,-1.0,0.019256062044436032,,,0
2020-10-28,12.626999855041504,1.0,-0.0591748068502603,,12.626999855041504,1
2020-10-29,13.02400016784668,-1.0,0.030956455171174447,13.02400016784668,,-1
2020-10-30,12.534000396728516,1.0,-0.038348838693004636,,12.534000396728516,1
2020-11-02,12.580750465393066,1.0,0.0037229214749599573,,,0
2020-11-03,13.019499778747559,1.0,0.034280311661714385,,,0
2020-11-04,13.794249534606934,1.0,0.05780358833727843,,,0
2020-11-05,14.15999984741211,1.0,0.026169272560969542,,,0
2020-11-06,14.562000274658203,-1.0,0.027994337344223325,14.562000274658203,,-1
2020-11-09,13.630749702453613,-1.0,-0.06608716678963665,,,0
2020-11-10,12.770000457763672,1.0,-0.06522954215292914,,12.770000457763672,1
2020-11-11,13.418000221252441,1.0,0.049498399738672635,,,0
2020-11-12,13.45674991607666,1.0,0.002883727028482879,,,0
2020-11-13,13.29699993133545,1.0,-0.011942391947749889,,,0
2020-11-16,13.515250205993652,-1.0,0.01628025205346539,13.515250205993652,,-1
2020-11-17,13.422249794006348,-1.0,-0.006904930412521109,,,0
2020-11-18,13.428750038146973,-1.0,0.0004841714877092664,,,0
2020-11-19,13.440250396728516,-1.0,0.0008560317911115068,,,0
2020-11-20,13.087750434875488,-1.0,-0.026577254191784375,,,0
2020-11-23,13.140000343322754,-1.0,0.003984327745891164,,,0
2020-11-24,12.95775032043457,1.0,-0.013966949714480852,,12.95775032043457,1
2020-11-25,13.234749794006348,1.0,0.02115184115735652,,,0
2020-11-27,13.261249542236328,1.0,0.0020002836450473656,,,0
2020-11-30,13.40149974822998,1.0,0.01052040793137043,,,0
2020-12-01,13.390000343322754,1.0,-0.0008584368605045294,,,0
2020-12-02,13.544500350952148,1.0,0.011472401433046266,,,0
2020-12-03,13.395999908447266,1.0,-0.011024438678738155,,,0
2020-12-04,13.558250427246094,1.0,0.012039101550869454,,,0
2020-12-07,13.606749534606934,-1.0,0.0035707092920372364,13.606749534606934,,-1
2020-12-08,13.350000381469727,-1.0,-0.019049545519761627,,,0
2020-12-09,12.930749893188477,1.0,-0.0319082259391091,,12.930749893188477,1
2020-12-10,12.972249984741211,1.0,0.0032042718801935524,,,0
2020-12-11,13.013250350952148,1.0,0.0031556367747310504,,,0
2020-12-14,13.30875015258789,1.0,0.02245362897532458,,,0
2020-12-15,13.36050033569336,-1.0,0.0038808925717950748,13.36050033569336,,-1
2020-12-16,13.242500305175781,-1.0,-0.008871240201981344,,,0
2020-12-17,13.3412504196167,-1.0,0.007429393216891402,,,0
2020-12-18,13.272000312805176,-1.0,-0.005204194241666884,,,0
2020-12-21,13.332249641418457,-1.0,0.00452930879211731,,,0
2020-12-22,13.278249740600586,-1.0,-0.004058546528240121,,,0
2020-12-23,13.009249687194824,-1.0,-0.02046671986605222,,,0
2020-12-24,12.993749618530273,-1.0,-0.0011921755885267434,,,0
2020-12-28,12.899999618530273,1.0,-0.007241161469916745,,12.899999618530273,1
2020-12-29,12.943249702453613,1.0,0.003347111948987146,,,0
2020-12-30,13.145750045776367,1.0,0.015524122205915642,,,0
2020-12-31,13.055000305175781,1.0,-0.006927290423979356,,,0
2021-01-04,13.113499641418457,1.0,0.004470981050543489,,,0
2021-01-05,13.404749870300293,-1.0,0.02196690550301122,13.404749870300293,,-1
2021-01-06,12.614500045776367,1.0,-0.06076216249915558,,12.614500045776367,1
2021-01-07,13.343999862670898,1.0,0.05621988574328934,,,0
2021-01-08,13.276749610900879,1.0,-0.00505247945012933,,,0
2021-01-11,13.621500015258789,-1.0,0.025635072061242433,13.621500015258789,,-1
2021-01-12,13.484749794006348,-1.0,-0.010090025909796312,,,0
2021-01-13,13.531749725341797,-1.0,0.003479353697653922,,,0
2021-01-14,13.200249671936035,-1.0,-0.02480301176985591,,,0
2021-01-15,12.85949993133545,1.0,-0.026152911488870202,,12.85949993133545,1
2021-01-19,13.025250434875488,1.0,0.012806982235122326,,,0
2021-01-20,13.365750312805176,1.0,0.02580567344236118,,,0
2021-01-21,13.867500305175781,-1.0,0.03685250681112923,13.867500305175781,,-1
2021-01-22,13.712499618530273,-1.0,-0.011240197171573525,,,0
2021-01-25,13.653249740600586,-1.0,-0.00433022825243062,,,0
2021-01-26,13.435250282287598,-1.0,-0.016095698511364366,,,0
2021-01-27,12.917750358581543,1.0,-0.03927950867759171,,12.917750358581543,1
2021-01-28,13.050999641418457,1.0,0.010262369369144346,,,0
2021-01-29,12.989749908447266,1.0,-0.004704153834266323,,,0
2021-02-01,13.237000465393066,1.0,0.018855396014416898,,,0
2021-02-02,13.556750297546387,1.0,0.023868626327334348,,,0
2021-02-03,13.530500411987305,1.0,-0.001938173353797429,,,0
2021-02-04,13.664250373840332,1.0,0.009836533627104809,,,0
2021-02-05,13.590999603271484,1.0,-0.005375180708097024,,,0
2021-02-08,14.438750267028809,1.0,0.06050780333197533,,,0
2021-02-09,14.263250350952148,1.0,-0.01222925925232539,,,0
2021-02-10,14.764249801635742,1.0,0.03452238080708264,,,0
2021-02-11,15.250749588012695,1.0,0.03241995048833333,,,0
2021-02-12,14.961250305175781,1.0,-0.019165109554554846,,,0
2021-02-16,15.330249786376953,-1.0,0.024364441105841437,15.330249786376953,,-1
2021-02-17,14.906000137329102,-1.0,-0.028064161036520423,,,0
2021-02-18,14.829000473022461,-1.0,-0.00517907078110557,,,0
2021-02-19,14.92650032043457,-1.0,0.006553423317279767,,,0
2021-02-22,14.35575008392334,-1.0,-0.03898761355051905,,,0
2021-02-23,14.142000198364258,-1.0,-0.015001457449510954,,,0
2021-02-24,14.49899959564209,-1.0,0.02493054643372588,,,0
2021-02-25,13.307499885559082,1.0,-0.08575187617733601,,13.307499885559082,1
2021-02-26,13.714500427246094,1.0,0.030125920978283177,,,0
2021-03-01,13.841750144958496,-1.0,0.009235699311950457,13.841750144958496,,-1
2021-03-02,13.40625,-1.0,-0.031968381626987674,,,0
2021-03-03,12.804750442504883,-1.0,-0.04590478573310568,,,0
2021-03-04,12.37024974822998,-1.0,-0.03452185436194206,,,0
2021-03-05,12.46150016784668,-1.0,0.007349528782307953,,,0
2021-03-08,11.593250274658203,1.0,-0.0722208489312436,,11.593250274658203,1
2021-03-09,12.52025032043457,1.0,0.07692430323270878,,,0
2021-03-10,12.468250274658203,1.0,-0.0041619240529334285,,,0
2021-03-11,12.993499755859375,1.0,0.04126377856632892,,,0
2021-03-12,12.855999946594238,1.0,-0.01063858934935073,,,0
2021-03-15,13.19124984741211,1.0,0.025743095154745585,,,0
2021-03-16,13.291250228881836,1.0,0.00755222176784224,,,0
2021-03-17,13.3412504196167,-1.0,0.0037548294949660494,13.3412504196167,,-1
2021-03-18,12.72249984741211,1.0,-0.04748870321131016,,12.72249984741211,1
2021-03-19,12.845749855041504,1.0,0.009640938563459382,,,0
2021-03-22,13.186249732971191,-1.0,0.026161593712567866,13.186249732971191,,-1
2021-03-23,13.07075023651123,-1.0,-0.008797672358284969,,,0
2021-03-24,12.642999649047852,-1.0,-0.03327325283389995,,,0
2021-03-25,12.535249710083008,1.0,-0.008559022131548402,,12.535249710083008,1
2021-03-26,12.839249610900879,1.0,0.023962202595821224,,,0
2021-03-29,12.948249816894531,1.0,0.008453774702087117,,,0
2021-03-30,12.871749877929688,1.0,-0.00592565172086071,,,0
2021-03-31,13.348250389099121,1.0,0.036350341244573245,,,0
2021-04-01,13.811750411987305,1.0,0.034134389728747994,,,0
2021-04-05,13.987500190734863,1.0,0.012644378284169979,,,0
2021-04-06,13.861499786376953,1.0,-0.009048889671320141,,,0
2021-04-07,14.143500328063965,1.0,0.020139980184274795,,,0
2021-04-08,14.317000389099121,1.0,0.012192491768518098,,,0
2021-04-09,14.399999618530273,1.0,0.005780510535391305,,,0
2021-04-12,15.208999633789062,1.0,0.054659153720662254,,,0
2021-04-13,15.679499626159668,-1.0,0.030466769004452398,15.679499626159668,,-1
2021-04-14,15.277000427246094,1.0,-0.026005645465908042,,15.277000427246094,1
2021-04-15,16.137250900268555,-1.0,0.054781862624007444,16.137250900268555,,-1
2021-04-16,15.912500381469727,-1.0,-0.014025332117730858,,,0
2021-04-19,15.361749649047852,-1.0,-0.035224357180927,,,0
2021-04-20,15.171250343322754,-1.0,-0.012478418607297266,,,0
2021-04-21,15.36050033569336,-1.0,0.012397089059116243,,,0
2021-04-22,14.850250244140625,1.0,-0.03378258456337114,,14.850250244140625,1
2021-04-23,15.265250205993652,1.0,0.02756230031678468,,,0
2021-04-26,15.477999687194824,-1.0,0.01384062375781319,15.477999687194824,,-1
2021-04-27,15.381750106811523,-1.0,-0.00623789195474628,,,0
2021-04-28,15.276749610900879,-1.0,-0.006849709373654527,,,0
2021-04-29,15.324749946594238,-1.0,0.003137125680372123,,,0
2021-04-30,15.009499549865723,-1.0,-0.020785861015906813,,,0
2021-05-03,14.836750030517578,-1.0,-0.011576090858552518,,,0
2021-05-04,14.351249694824219,1.0,-0.03327018795498372,,14.351249694824219,1
2021-05-05,14.458499908447266,1.0,0.007445445416758985,,,0
2021-05-06,14.52299976348877,1.0,0.004451112762488398,,,0
2021-05-07,14.812250137329102,-1.0,0.019720967046730226,14.812250137329102,,-1
2021-05-10,14.26574993133545,-1.0,-0.03759299568143168,,,0
2021-05-11,14.306249618530273,-1.0,0.002834923348510829,,,0
2021-05-12,13.758500099182129,-1.0,-0.0390396559103082,,,0
2021-05-13,13.665249824523926,1.0,-0.006800720858229164,,13.665249824523926,1
2021-05-14,14.243000030517578,1.0,0.041409458809434675,,,0
2021-05-17,14.165499687194824,1.0,-0.005456151247374874,,,0
2021-05-18,14.01574993133545,1.0,-0.010627716469842594,,,0
2021-05-19,14.065750122070312,1.0,0.0035610806743724363,,,0
2021-05-20,14.612500190734863,1.0,0.038134566798802005,,,0
2021-05-21,14.99174976348877,1.0,0.025622694169593552,,,0
2021-05-24,15.612000465393066,1.0,0.04053984510768962,,,0
2021-05-25,15.647749900817871,1.0,0.002287251215464839,,,0
2021-05-26,15.699999809265137,1.0,0.0033335698617538313,,,0
2021-05-27,15.48799991607666,1.0,-0.013595175089927799,,,0
2021-05-28,16.24449920654297,1.0,0.0476888159859756,,,0
2021-06-01,16.26449966430664,1.0,0.0012304568569805028,,,0
2021-06-02,16.778249740600586,1.0,0.031098591358956353,,,0
2021-06-03,16.969749450683594,1.0,0.011348925569972055,,,0
2021-06-04,17.578250885009766,1.0,0.03523007782403736,,,0
2021-06-07,17.618999481201172,1.0,0.002315443051534331,,,0
2021-06-08,17.457000732421875,1.0,-0.009237079464661641,,,0
2021-06-09,17.35824966430664,1.0,-0.005672877938257003,,,0
2021-06-10,17.424999237060547,1.0,0.0038380345022454034,,,0
2021-06-11,17.82525062561035,1.0,0.022710113681910834,,,0
2021-06-14,18.018749237060547,1.0,0.010796813518844263,,,0
2021-06-15,17.78849983215332,1.0,-0.012860668408017166,,,0
2021-06-16,17.81024932861328,1.0,0.001221924909098336,,,0
2021-06-17,18.657249450683594,1.0,0.04646068448965472,,,0
2021-06-18,18.638750076293945,1.0,-0.000992030037613372,,,0
2021-06-21,18.427249908447266,1.0,-0.011412208675566336,,,0
2021-06-22,18.886749267578125,1.0,0.02463003688794591,,,0
2021-06-23,19.057249069213867,1.0,0.008986978529076466,,,0
2021-06-24,19.20549964904785,1.0,0.007749120314457748,,,0
2021-06-25,19.0310001373291,1.0,-0.009127442321227154,,,0
2021-06-28,19.985000610351562,1.0,0.04891278695280572,,,0
2021-06-29,20.026750564575195,1.0,0.002086885384904765,,,0
2021-06-30,20.002500534057617,1.0,-0.0012116156469895848,,,0
2021-07-01,20.211999893188477,1.0,0.01041918970341734,,,0
2021-07-02,20.48699951171875,1.0,0.013514032668247635,,,0
2021-07-06,20.69849967956543,-1.0,0.010270703583178926,20.69849967956543,,-1
2021-07-07,20.371749877929688,-1.0,-0.01591208718713902,,,0
2021-07-08,19.90275001525879,1.0,-0.023291217304992274,,19.90275001525879,1
2021-07-09,20.050249099731445,1.0,0.007383663697759625,,,0
2021-07-12,20.512500762939453,-1.0,0.02279291600793088,20.512500762939453,,-1
2021-07-13,20.25,-1.0,-0.012879700057539948,,,0
2021-07-14,19.84149932861328,-1.0,-0.02037912355251214,,,0
2021-07-15,18.966249465942383,-1.0,-0.045114614301036166,,,0
2021-07-16,18.160999298095703,1.0,-0.04338465661162849,,18.160999298095703,1
2021-07-19,18.77975082397461,1.0,0.0335028064457563,,,0
2021-07-20,18.61199951171875,1.0,-0.008972697785480313,,,0
2021-07-21,19.40999984741211,1.0,0.04198188157196866,,,0
2021-07-22,19.5939998626709,-1.0,0.009435000594102209,19.5939998626709,,-1
2021-07-23,19.558000564575195,-1.0,-0.001838951156921062,,,0
2021-07-26,19.29400062561035,-1.0,-0.013590239583311283,,,0
2021-07-27,19.20800018310547,1.0,-0.004467330721762513,,19.20800018310547,1
2021-07-28,19.503000259399414,1.0,0.015241444739205919,,,0
2021-07-29,19.66200065612793,1.0,0.008119559124158455,,,0
2021-07-30,19.499000549316406,1.0,-0.008324661940121393,,,0
2021-08-02,19.75,1.0,0.012790280972164732,,,0
2021-08-03,19.815000534057617,1.0,0.0032857622474557206,,,0
2021-08-04,20.27400016784668,1.0,0.022900031644534136,,,0
2021-08-05,20.636999130249023,-1.0,0.01774625382764174,20.636999130249023,,-1
2021-08-06,20.365999221801758,-1.0,-0.013218733527946546,,,0
2021-08-09,20.295000076293945,-1.0,-0.0034922514887064915,,,0
2021-08-10,19.93600082397461,-1.0,-0.017847370114077984,,,0
2021-08-11,19.698999404907227,1.0,-0.011959341111101897,,19.698999404907227,1
2021-08-12,19.905000686645508,1.0,0.010403148123482307,,,0
2021-08-13,20.187999725341797,-1.0,0.014117363924580911,20.187999725341797,,-1
2021-08-16,19.950000762939453,-1.0,-0.011859173294542084,,,0
2021-08-17,19.45800018310547,-1.0,-0.024970875614922644,,,0
2021-08-18,19.040000915527344,1.0,-0.021716228515890848,,19.040000915527344,1
2021-08-19,19.79800033569336,1.0,0.039038862005900773,,,0
2021-08-20,20.81599998474121,1.0,0.050140981583579394,,,0
2021-08-23,21.95800018310547,1.0,0.05340962511431851,,,0
2021-08-24,21.792999267578125,1.0,-0.007542762445888017,,,0
2021-08-25,22.21299934387207,1.0,0.0190888898319217,,,0
2021-08-26,22.06800079345703,1.0,-0.006549042172191358,,,0
2021-08-27,22.63599967956543,1.0,0.025412913759027357,,,0
2021-08-30,22.687999725341797,1.0,0.0022945931195311998,,,0
2021-08-31,22.385000228881836,1.0,-0.013445036326122194,,,0
2021-09-01,22.44099998474121,1.0,0.002498540343773186,,,0
2021-09-02,22.395999908447266,1.0,-0.0020072748627469423,,,0
2021-09-03,22.843000411987305,-1.0,0.01976237531059525,22.843000411987305,,-1
2021-09-07,22.66200065612793,-1.0,-0.00795520079818082,,,0
2021-09-08,22.339000701904297,-1.0,-0.014355480608791235,,,0
2021-09-09,22.177000045776367,-1.0,-0.007278343452335401,,,0
2021-09-10,22.47800064086914,-1.0,0.013481363756996285,,,0
2021-09-13,22.152000427246094,-1.0,-0.014609276451343509,,,0
2021-09-14,22.242000579833984,-1.0,0.004054614310295672,,,0
2021-09-15,22.340999603271484,-1.0,0.004441118172773132,,,0
2021-09-16,22.242000579833984,-1.0,-0.004441118172773133,,,0
2021-09-17,21.899999618530273,-1.0,-0.01549580006223147,,,0
2021-09-20,21.113000869750977,1.0,-0.03659761370275634,,21.113000869750977,1
2021-09-21,21.246000289916992,1.0,0.006279650302553013,,,0
2021-09-22,21.94099998474121,1.0,0.03218837596082367,,,0
2021-09-23,22.48200035095215,-1.0,0.024357972685600242,22.48200035095215,,-1
2021-09-24,22.08099937438965,-1.0,-0.01799752274407363,,,0
2021-09-27,21.65999984741211,-1.0,-0.019250247377734276,,,0
2021-09-28,20.698999404907227,-1.0,-0.045381873352337926,,,0
2021-09-29,20.517000198364258,-1.0,-0.008831540723464698,,,0
2021-09-30,20.715999603271484,-1.0,0.009652508958462341,,,0
2021-10-01,20.742000579833984,-1.0,0.0012543287113075847,,,0
2021-10-04,19.73200035095215,1.0,-0.049918956964695595,,19.73200035095215,1
2021-10-05,20.451000213623047,1.0,0.03579009033693116,,,0
2021-10-06,20.700000762939453,1.0,0.012101945633939386,,,0
2021-10-07,21.075000762939453,-1.0,0.0179538029607776,21.075000762939453,,-1
2021-10-08,20.83099937438965,-1.0,-0.01164530831996199,,,0
2021-10-11,20.69499969482422,-1.0,-0.006550121314774502,,,0
